,Florida,California,Texas,New York,Virginia,Arizona,Massachusetts,Utah,the District of Columbia,Washington,Colorado,Michigan,Connecticut,New Jersey,Nevada,Pennsylvania,Missouri,Maine,South Carolina,Maryland,North Carolina,Minnesota,Indiana,Georgia,Illinois,New Hampshire,Iowa,Hawaii,Idaho,Tennessee,New Mexico,Mississippi,Ohio,Kansas,Oregon,Montana,Alabama,West Virginia,Vermont,Wisconsin,Rhode Island,North Dakota,Louisiana,Wyoming,Arkansas,Oklahoma,Kentucky,Alaska,Nebraska,Delaware,South Dakota
2012-08-01,131733.50766649333,279515.3583773743,135494.49662041568,249023.85915006674,215008.91724190526,149503.05042243152,288139.6057675182,189870.9829322196,362315.06650566176,216522.69531855872,216032.53712477745,94254.3096537997,226384.83325214093,271752.6379787811,132219.91358098568,152228.2269044963,119844.44413921922,171551.42975952124,139147.18828695884,239371.1638910432,148239.69917569053,154468.27387073924,109864.23321391089,121496.5876386328,138944.56209814886,201730.62941182186,117545.53003188269,408480.3724454443,148761.4096675731,135048.77075133024,160783.23168767605,112967.44915403538,106762.01993020375,114429.8364719953,196921.1363804352,178063.76092678696,121817.54374688062,100180.54340864146,213524.691313658,144898.83622697942,207817.39039405264,169105.52325573505,157245.28261102128,198839.25590680042,117868.94075033914,109405.16247090026,109735.47475220088,248090.08752141343,124469.52363440546,211289.2831169134,149017.67597521978
2012-09-01,132333.92708043932,282873.36411095783,135811.80956903947,249050.59336893132,215787.7004374451,152399.09536838598,288870.08612952125,191242.36124675104,366589.25096816826,217143.77496319762,218058.08754765356,94933.8893995695,225729.03631632836,271469.69841320807,134067.69350552108,152107.18120054237,120177.40954847769,171425.902459137,139277.60110200188,240035.49877541026,148286.38987816882,155935.71257614714,110111.79888130596,121869.407832523,138999.3787866072,201795.9885630908,117945.5480670666,411265.9490961916,150157.6431417933,135272.6264520618,160854.8085497152,112784.81811427488,106820.08334863085,114680.07865093312,197797.40673684495,178590.58559007818,122752.0381993318,100719.29948795725,214061.0117087058,145073.2106542017,207593.50426455567,171069.2040959316,157274.7907769596,199720.0093642641,118236.29284765209,109587.27134841007,109585.62828608592,249720.21564487866,125005.88363883244,210996.53317401858,150129.9066894249
2012-10-01,133078.34442231193,287158.69818931347,136128.0564983171,248890.81917144128,216631.77621589846,155032.2141496679,289534.11519840354,192644.54374368882,371358.045940875,218118.2648640587,220056.1092781711,95646.46742031205,225102.1110270517,271267.4248041637,135988.2078104629,151929.5764688997,120259.1757769126,171177.11999068552,139463.51221858108,240779.68133732383,148273.1936941535,157447.33209830523,110376.63694977602,122146.34307401499,138824.33886897936,201794.43865519678,117980.4109984699,413893.9123128588,151551.61398466604,135351.09063188036,160953.59206174585,112377.45640197983,106875.73106055819,114767.96033792176,199062.91172980276,179291.4717897393,123582.45219692495,101100.31328582596,214412.28451239088,145291.89591029804,207541.07417663184,173291.84597645412,157307.19804425444,200492.40139987934,118420.428532251,109698.24442466813,109406.72797930062,250860.99235391733,125550.76317343874,210513.96372475932,150737.49660560524
2012-11-01,134132.50883490822,291851.1133600972,136493.04838047634,248875.79661547532,217445.57600568447,157415.5362187519,290463.3979898369,194339.75711517115,376203.8072860576,219552.96635244312,221923.97348533536,96335.96819167178,224864.42592224936,271536.2371827019,138200.70591385174,151798.9820760097,120229.06773165263,171269.09868029514,139606.83450370663,241894.82368544783,148274.99393241623,158809.3619410804,110506.31012308884,122598.04132764258,138516.94741991741,201933.65594111578,117894.86012812295,416692.3586909259,152872.73656172553,135472.5854325931,161368.3865661675,112418.93475090706,106974.42365749487,114861.63055711059,200521.43657708835,180344.9493678589,124470.30330384454,101332.70755956747,214494.7501551667,145402.84952448888,207950.68749708528,175421.0240272352,157314.29309542614,201340.14569074896,118625.27168054017,110033.6942069226,109316.16454917977,252058.84308695677,125900.54611740676,210614.91428312837,150989.7651459902
2012-12-01,135537.45845954132,296845.4309076303,136859.38736209352,248850.35656191976,218036.67356145653,159348.40004907775,291913.32593371,196098.49874900575,380721.1374125299,221157.78675032698,223573.96015998872,96951.84718070172,224931.4532721946,271855.045455172,140247.517496323,151712.47355389845,120164.88922900385,171223.66759563808,139694.12055246517,242846.1310657697,148211.809453559,160048.7277761899,110561.04711965313,123036.54694581799,138209.0159601385,202054.566819908,118177.64801939645,418694.79835435236,154057.80654345584,135363.7611211805,161896.1430619176,112786.47288089815,107035.48261186066,114992.85387222607,202042.2333893797,181540.58913520674,125075.9915020825,101528.87206473718,214534.7222269076,145468.50813262156,208156.29716855744,177577.33212305952,157334.36273616165,201876.88445956897,118836.81113911253,110490.25109103863,109392.51345876104,252372.5845853795,126098.19852221692,210920.25790945216,151262.4120051197
2013-01-01,137144.27683772732,301576.30757385876,137370.81435331047,249248.8780585646,218770.72023276196,161133.53845352426,293754.37256257556,198046.35530160996,384548.4981224677,223109.77440564192,225255.54643898853,97565.00533374351,225457.56394216162,272411.41110820347,142557.5038198393,151706.6699735043,120146.59810323652,171102.75669022105,139796.1175249427,244111.85923037873,148158.22123083906,161198.49103233745,110508.6538048011,123578.66687292687,138240.3910271882,202244.0427453744,118829.99710952105,420560.8741757556,155192.30085714252,135233.13258398257,162131.45725246213,113244.5380035439,107158.46781672013,115162.89864544866,203685.2050866244,182502.0151959524,125364.24390698079,101613.55915413758,214927.89436287573,145621.49871549555,208210.43866196764,179860.10146794954,157601.88934978322,202601.28623853577,119110.75417898,110985.50428039023,109410.82373833262,252301.3088123159,126207.34693643959,211296.4879132607,151779.7816541612
2013-02-01,138784.6451201942,305762.92439734546,138020.72711756467,249911.68006137045,219671.7602550971,162819.96655956065,295785.61675973673,199766.3688679673,387984.74773821636,225053.4381895474,226831.79413446295,98276.2656472804,226158.52047683523,272953.6589548651,144908.2154742472,151727.61017883662,120225.65601986142,171128.16533820538,140067.38217889465,245402.1599552478,148268.53482886197,162336.63520408797,110534.66766217405,124286.75058641902,138756.90989780406,202829.07757537262,119394.24765470267,422090.1592363286,156429.1573510138,135333.02422112224,161966.66810526163,113238.89729415516,107364.56510203221,115247.47900539827,205458.8523219427,183069.9761570721,125524.50963935327,101284.26380807534,215730.72020200608,146007.24879451247,208408.95653367392,181680.847680763,157563.17208670732,203295.57888644745,119435.36673123372,111140.49857489545,109418.55322130455,251794.0800542486,126493.18661563122,211361.9410690846,152451.55206153975
2013-03-01,140458.59750312174,309359.2545046407,138790.95363592342,250692.21952235326,220608.48267894986,164735.6721342609,297121.18427922786,201454.77477076175,390059.43567289185,226830.6914586091,228074.26474957727,99207.61861771745,226700.2039327453,273377.6721731044,147665.8074205231,151957.96493517826,120338.53283642854,171120.27399227547,140490.07582968558,246694.22463690522,148505.49846695617,163475.17354442913,110544.95729058991,125359.50753976025,139529.93025718513,203236.48722140418,119840.18133625349,424076.1910237488,157780.0395183715,135794.13763220297,161798.4225909187,112767.0270174115,107762.7035547544,115208.37900677924,207215.0325028738,183361.16365771252,125762.01669831043,100949.89159340097,216711.21312086066,146497.3229663323,209268.13634803507,183152.29362969325,157762.2754272578,203974.26406813413,119779.68144525058,111230.28503892827,109327.77179345254,251138.5197240186,126880.07122449072,211755.77360973353,153209.91369965658
2013-04-01,142182.69995186385,313592.7703484484,139522.1790882344,251429.2301045858,221370.30501307835,167056.25300582006,298340.31890918704,203261.4720642825,392106.53965894674,228467.97679220233,229175.5749275371,100320.39694788399,227124.19741158574,273866.9415738937,150922.15999807845,152388.91252411742,120623.96525453485,171732.28360955982,140996.79636539725,247982.5245374835,148861.47695961114,164509.33471331903,110664.81664422581,126707.00847959868,140592.42949818957,203877.30554313795,120297.02167805187,425642.24000833207,159284.90622208585,136509.644467523,161864.3865672819,112331.45312127587,108321.87479282291,115194.10999308976,208900.2978806702,183993.78871538513,126228.28531757538,100483.06580197859,217574.36853321703,147026.48220169835,210522.92227512292,183982.02986929938,158236.8533597805,204533.95539173842,120072.20222303702,111343.60767626285,109319.33871857692,251230.102289864,127343.15165971057,212386.27716710733,153905.94114904405
2013-05-01,144127.32879045606,319375.81371881627,140356.75219029674,252263.7858318109,222194.02031230685,169784.04050067466,299709.76545303024,205426.76768328904,394983.06469344924,230338.16795358888,230438.62570675698,101657.93644751953,227550.2927430351,274709.2653018295,154982.06942840037,153026.6619309585,121027.54981367465,172522.7880854716,141570.0478011496,249601.35742488957,149385.4938516712,165695.06293655097,110959.8603374388,128384.99625017395,141502.94670293716,204543.73309647632,120938.54543755105,427974.36912825983,161026.07869822043,137332.79780606757,162278.5647556399,111988.08695434539,109049.76179220312,115322.35325633232,210813.88517124343,184936.3582372771,126890.52824138681,100223.73926395772,218336.88760283738,147607.12221627845,211895.65281671452,185217.3814314336,159198.67928228495,204987.41154120318,120282.06933025228,111538.3335553879,109562.60117332362,251857.90729575674,127735.2101675159,212837.38188218363,154649.77297755273
2013-06-01,146032.90821079968,326373.80474170286,141352.61827048621,253423.22185599653,223294.86837043837,172647.41128534675,301763.2417060335,207738.33299490914,399400.8409305234,232380.33270925665,232132.4578692985,103090.99653635915,228137.94658222722,275710.0187972091,159794.35371173747,153564.68733432275,121589.8986692368,173712.5805439912,142171.05573019898,251330.1922039478,150036.98291270089,167012.70799667665,111404.15614210325,130095.45758503415,142619.75252087216,205565.62200595668,121480.63346899253,430793.37719813286,162793.31612665896,138000.23665470476,162681.85007049658,112008.42190688272,109698.11124996375,115662.10047973506,213010.93375621072,186006.07488108365,127466.83481450501,100032.92951720906,219047.42046621232,148227.60175154542,213250.91281331095,186585.2199993669,160375.68917427756,205388.2850626755,120432.65522191879,111777.0583387027,110055.87771268171,253160.95961571488,128162.2061716256,213579.343214027,155287.7370237282
2013-07-01,147863.39501557386,333383.88266172545,142308.3511227723,254578.53410539954,224350.46831512148,175398.41282386822,303923.43525060616,209917.8798174508,404258.70447980403,234315.1511740693,234093.24828657074,104473.62552421987,228766.26658023553,276838.7542968506,164588.43531168337,153723.2945864647,122207.21578825847,174585.51463702405,142686.93147604077,252768.29472318417,150704.043828725,168482.66765874744,111917.464680827,131758.9973960997,143530.86255904456,206378.4153519275,121905.43412711087,434407.93437162094,164437.0706800807,138452.47481128594,162749.08213039755,111962.87955875501,110207.91498173331,115964.4956837407,215184.32833428276,186823.80219715452,127855.25017227388,99729.00676885746,219520.68545417857,148758.93299017128,214405.843340011,187961.0589558146,161158.50520418896,205375.38102716682,120455.64479641993,111943.86110512062,110548.58166587296,254500.06968058247,128611.22049702017,214201.45018853035,155802.65959712036
2013-08-01,149611.04428404834,340088.85622696346,143234.8992695033,255616.05599193496,225358.81402472235,178007.959292479,305860.77208477404,211914.63751614746,409000.2783300437,236026.13951190552,236128.65545026926,106007.51741120435,229295.8132369107,278162.4991341764,168872.05118747347,153778.63076349744,123027.20021673535,175272.87912920074,143217.69530516557,253740.0583127142,151339.67834386858,170131.53557987078,112471.8508003709,133316.81471017248,144729.03003372147,207212.99209769515,122524.91280258232,438393.8167010267,165887.2716332972,138819.52906836057,162785.4276726364,112322.98706861197,110671.52126099814,116348.0401875679,217313.0418654465,187652.74233571813,128208.8804014505,99830.64417755466,219976.76675399777,149396.1152037171,215417.8710365677,189459.51119038204,162075.90604505673,205347.6307459682,120564.58328717336,112341.21889465442,111103.78889409061,255767.2315735847,129227.8142528174,215354.9052228603,156393.37452244357
2013-09-01,151309.46700214103,346659.6584688181,143958.0825339653,256366.20382113286,226181.61597199892,180388.63297688228,307610.8200262542,213699.19382367062,414511.7944463212,237700.93692999487,238088.93295350042,107365.98114600772,229729.6741729742,279712.12930221856,172714.88927281895,153709.1562042974,123738.71916587751,175792.39699264805,143680.5093290999,254643.9953742975,151851.52052308375,171718.22492355233,112919.30470052292,134654.67471921234,145819.0568709527,208099.0735001477,122941.39325965213,443254.57427985384,167234.13363490617,139149.54575850198,162682.1780680769,112406.78447188453,111048.13510657148,116639.86363672842,219322.49922901098,188536.8365768542,128503.30929505506,100163.1317300774,220530.0703541638,149972.47255626324,216322.2179729051,190911.2669279197,162818.69539147613,205513.34156250322,120729.78450865553,112597.61760285262,111402.06430290137,257227.64033523618,129748.28990918462,216301.53805796648,156930.5558183002
2013-10-01,153102.64165193343,353149.33839258325,144782.6718300936,257162.46464895006,227028.59612651565,182513.52863079216,309420.68884685443,215371.77202326772,420564.8477040042,239443.30421122338,239959.14925945236,108664.25814643706,230171.81890112473,281250.55928391294,176233.44968037657,153924.48194518665,124426.81814237688,176161.44740464553,144262.13414571848,255720.4122442652,152371.8762496351,173298.03182534626,113297.62931654036,136024.9904799634,147211.0803561765,209132.05314796595,123398.5988010165,448426.44389087457,168578.84954256663,139625.12596855182,162695.27486215314,112781.17283982829,111415.61622166383,117055.89658870337,221359.34450549507,189518.61040535904,128984.18816019791,100892.18199186167,221086.1418642659,150557.5911230235,217220.89737748736,192662.97782576343,163455.20174134852,205987.87842619163,121043.01909427468,113123.92184861594,111720.14712571444,258101.1064963153,130291.86629929997,217871.64289057782,157717.6930221573
2013-11-01,154686.44347681184,358592.914404117,145537.98867989564,257822.27722324457,227590.44418876895,184116.55483988472,311200.8580767715,216680.07671153836,425800.5625763694,241068.6618560326,241578.74617038525,109468.52776845747,230589.76429842334,282122.07614796323,179316.68372371304,154079.0557991022,124668.97663456341,176368.41948506402,144612.93245062913,256954.30269343624,152634.40145471488,174502.48899299998,113383.50228044704,137119.91815778232,148414.83964724498,209780.45724975396,123678.98855423485,452474.4974368306,169515.61636421384,139958.50970703273,162523.38120177275,112931.55890478974,111490.7758963444,117344.73047372299,223107.21741742897,190320.56875014273,129285.2545409468,101187.20814013823,220920.49996007784,150675.82892265078,218052.1835801405,193946.6846801456,163674.904586448,206230.08203292332,121119.7156556878,113614.72999607206,111772.3268585612,258491.5315150736,130539.13242196485,219557.53386304821,158191.04078795578
2013-12-01,156302.35381066045,362977.8070897846,146385.34168823066,258267.9243726276,228017.08262502763,185272.27831643983,313052.55687093356,217606.25406700486,429534.4336314343,242751.6982309944,243066.06436819336,110155.12167702905,231033.5312445066,282788.8390264294,181457.66003975723,154289.12037937675,124702.13009344658,176365.73918634688,144976.93968192927,258303.4180461504,152868.7212730763,175624.07447775351,113436.88885276749,138317.32301745654,149551.46962791568,210255.1528631455,123941.70232328027,455454.333570783,170228.49348817792,140424.21486293687,162448.8500917032,113173.22711270944,111563.73339751858,117544.14947700252,224839.09754148126,191166.19460835095,129674.48372130154,101038.18898601783,220459.81843876225,150865.41674363715,218570.78729970023,194939.60947838667,163365.97135493203,206269.6491242505,120996.33899631204,114121.92495512617,111906.60379939922,257956.729751116,130845.44498908462,220888.36434634178,158424.29921203267
2014-01-01,157840.42661516,366151.50002411054,147380.5166626272,258650.84689449403,228364.19512546857,186451.40905195754,314814.1559362909,218353.83393314597,431917.39407191164,244431.25926204384,244311.95530469914,110844.5121384391,231390.20840630992,283707.89953572414,182911.34658156717,154427.78072107385,124618.54639207477,176364.87436258572,145313.18933256515,259618.96678829705,153105.76339755385,176606.9149519474,113492.30360684819,139402.64975296718,150378.68507985273,210681.31243852605,124185.90598000474,457764.2630863387,170731.43078324894,140838.14157575124,162765.53863882957,113404.67922248913,111533.48516529011,117559.4054493531,226454.76711657376,192046.91247179187,130012.75677401134,100530.61859059705,220106.98025218284,151105.13797926833,218972.9601366679,195530.9302089146,162959.399544835,206218.88464582813,120993.08803938364,114395.72449199746,111998.44553144912,257154.1144760316,130995.62833159743,221831.40552060236,158520.59715402036
2014-02-01,159497.9787654306,368775.3612914428,148503.86459796826,259175.44055487137,228638.8185205957,187708.36650469995,316389.3931576041,218969.1273289374,434769.8559273961,246067.0123831694,245584.5841070204,111770.66494299054,231637.4140122341,285353.67181166855,184371.61048702127,154524.91194089805,124616.66079995073,176429.60943707195,145905.34687944312,260948.5243220808,153595.41717253882,177700.8015834964,113709.07997096464,140616.35562177334,151273.03040265563,211204.074120449,124202.71629261138,460343.02656819316,171394.28968083468,141437.36204933154,163338.58742899407,113816.46333495714,111640.18752376316,117422.97387810117,228029.4522741735,192879.2049794871,130515.30119813346,100121.5272564497,220307.08287131428,151691.6015762928,219349.40773600395,195986.70951000656,162706.08197263922,206263.40743824528,121271.11980273236,114536.14512871898,112169.58561162373,256354.64069253157,131205.5675122677,222208.79278745377,158442.20233251646
2014-03-01,161052.47139327295,371161.6143595539,149637.1268817964,260138.6925507629,229115.1672252243,188977.18496867435,317787.3626159677,219794.65274861848,437285.30828011985,247556.57835951285,246795.51323931143,112610.43927642691,232008.7772965224,287502.8737453218,185911.3487948857,154621.63095107774,124710.19355957427,176568.88868739665,146444.1746695646,262253.07619027985,154121.59807504236,178811.8223569011,113944.25383517069,141742.9044052071,152051.318282447,211780.84980515088,124442.33787204586,463182.48596218525,172171.20936353787,141945.67256663725,163894.11291446484,114130.69642343953,111781.71171589526,117369.1232946393,229579.1076849356,193690.89228745084,130899.58906723036,99413.19092955726,220703.23417943344,152363.3543336282,220096.72190381397,196295.14591003748,162559.23245304302,206359.63149551186,121515.03151620575,114550.70270326814,112225.93918371007,255857.05769927832,131410.53678313404,222643.84744973344,158501.3983469817
2014-04-01,162436.7796480483,374071.78918351256,150622.2230326958,261259.90949808006,229676.29758956263,189928.19087317868,319255.57285504293,220506.37386821548,440447.8056852483,248874.14306940106,248185.51870349757,113562.61656422744,232518.053109561,289607.42116942327,187768.3857415384,154863.76704596146,124957.88873434761,176821.73542152575,147003.31997816567,263670.68212134595,154670.76129780308,179824.52226561875,114365.84555154263,142897.1598969108,152846.27634493646,212326.57355791892,124932.73664989427,466149.77634901024,172994.33326084478,142581.33993949112,164265.0132764996,114440.29033012099,112167.1339130588,117434.80541305606,231102.53835739256,194420.120735448,131286.63871576646,98834.14598377683,220975.22777553546,153112.24295489336,221319.78250171695,196660.777292472,162626.9449024718,206548.48128059562,121711.57413996982,114676.84389416734,112484.65829570343,256240.50041394596,131799.84207936376,222531.1454272489,158568.94792474367
2014-05-01,163802.17634704403,377177.248080048,151620.10190255253,262592.8220050825,230546.97295034412,190700.7156387069,320937.8804976079,221401.38144742872,443235.2673524528,250299.34304156306,249683.3348421339,114506.21935011276,233250.92474568347,291603.4334567774,189637.04475296228,155306.18999543195,125499.01349706856,177477.94491002653,147561.52183140043,264898.43840652675,155246.98255670504,180747.71819547433,114953.20466567192,144080.07630868888,153666.88204659533,213181.97257153128,125628.96535427003,469405.53959020163,174001.19291862097,143319.15966720908,164817.93897788142,114893.22271814472,112838.39503576503,117830.65234381669,232822.39650864192,195399.60348314734,131640.26188190756,98227.90957170389,221714.48459322387,153871.9129828671,222633.0204298979,197245.62472785995,162855.3089518116,207168.0858532487,122005.14917486331,114992.65877277586,112965.86462692554,257105.589418215,132341.56536443075,222913.18630297077,158897.46499364317
2014-06-01,164933.68162826778,379734.64507514215,152633.22834120237,263512.2246884154,231143.50353443416,191250.79676995508,322229.58360318316,221991.81716902173,445958.8134188827,251339.72648580835,251206.84380622196,115579.75429634475,233671.61050812845,292788.063313009,191778.68267367955,155773.84722422075,126192.58701859484,178240.73125653432,148114.75873448222,265606.3733438442,155734.35307907735,181320.98891921513,115588.66027787786,145070.48742365098,154543.69786365793,213934.5012742537,126375.53527517268,472100.32407360343,174772.5509304267,144100.2500889978,165117.1371538472,115534.02268207756,113558.2039841024,118351.50015571578,234200.32781606377,196173.58230120296,131899.24734445554,98156.42098324078,222381.07353384592,154486.26166824042,223453.62249230233,198117.52052148865,163439.7064677499,207668.26284295088,122418.66962683288,115523.3379509903,113676.95033016017,257548.7508286827,132903.85012682926,223189.7481970179,159364.5021281154
2014-07-01,166099.40680889713,381416.178705618,153786.98240670786,264268.904038769,231591.39383802525,191734.5629662924,323145.16295961296,222592.86168057288,448779.72518310085,252203.3463804894,252813.71781114538,116588.78559922765,233850.28659231172,293458.1077080366,193673.56861940652,156260.35998309692,126945.93510099016,179049.59317312704,148670.81156625203,265840.3157918116,156143.8762547269,181770.97135136827,116261.1557410888,145927.60686394424,155515.09777132937,214634.29038895085,127068.62592376095,474673.9854031037,175653.33207913328,144804.44584621786,165395.76099188477,116408.28046730698,114210.01990948018,118949.83286610314,235497.35956381293,197337.07030743035,132204.9130069709,98736.54551586819,223334.01479430622,154984.1486902849,223769.4037416745,199465.03223238754,164339.7657991106,208363.63584170435,122849.60453163808,116121.77669409812,114357.23154442322,258039.86232703412,133489.36386422414,223969.32499773914,160055.1087783563
2014-08-01,167091.3840776619,382890.4648988105,154824.5022917349,264718.8328612315,231873.4503558087,192175.73277610657,323517.99479462457,223148.23030960024,451319.53363454883,252794.50402960798,254432.00297207842,117385.59432687557,233630.65474930176,293676.0011128476,194991.2595265001,156499.64110303097,127553.89375913823,179411.98901432237,148990.61566160503,265989.77712042147,156358.5240094434,182090.78944738736,116814.4079770485,146603.41281482633,156317.1521213584,215057.34698445164,127502.97487334181,476957.81538523734,176335.3743951222,145235.8075616765,165296.0642015921,117377.14599102584,114592.38354401982,119479.67848952534,236660.829789174,198365.0397561698,132474.40981673604,99719.30556510901,223904.26609706067,155261.01562242905,223790.46655182666,201023.36223462535,165056.15760636085,208948.45171739042,123246.87469504199,116669.16615052824,114801.17769020813,258500.08745752243,134010.17708096796,224632.51904974564,160813.78246216069
2014-09-01,168122.4583788144,385324.45102462923,155739.26243662636,265322.57808476686,232238.78777974646,192668.41576453988,324108.1409320378,223781.63995626394,453800.2302215388,253605.30317370375,256401.00636999935,117942.40326287264,233281.0673278408,293985.48624895496,195993.73212428394,156522.26047981877,127929.82340287436,179575.9128750381,149208.82508834513,266522.4512603399,156520.4471246527,182428.16065159757,117237.92532773262,147213.2626340253,156904.20419535108,215384.2806046524,127557.37779765825,480167.97454094613,177023.84911428936,145532.58674762095,165218.3899235036,118249.17382703221,114788.64090259444,119883.56184697733,238010.64728665026,199442.73566004893,132610.87992946946,100668.00393940134,224504.72992518079,155283.07417229097,224048.84179626405,202564.10053817587,165603.76737705412,209737.13032916933,123590.12522804091,117121.07840513841,114945.15105231617,260159.69432860924,134344.1866831244,225655.8930948464,161474.76979743395
2014-10-01,168987.75834789246,388412.0377401023,156387.8238807446,265790.7980432579,232471.03825651493,192953.0946750208,324406.1107276126,224235.454421449,455904.0763097179,254432.85001247868,258531.68237685369,118094.84662905261,232658.12828758903,294172.73009480326,196643.0057325215,156194.53061005872,128008.86537098089,179296.42233442512,149201.31936612868,267106.7439825363,156517.4622168597,182647.84031905382,117350.17369401736,147677.2143218288,157255.34410774134,215597.19039228893,127087.47063803607,483132.8298950266,177423.4648029297,145658.20087739962,165029.34067195,118848.75167607029,114697.9372669347,120195.30375858414,239270.31819746373,199968.42939864716,132376.9050865286,101262.71511064656,224604.31837854508,155039.26118093077,224266.380953012,203932.98575310293,165918.26863831977,210238.13307606417,123675.56611007173,117413.77150203614,114805.72949777741,261331.22513993667,134481.08629752308,226397.18182110894,161733.30956129136
2014-11-01,170069.10948774556,391872.2443838281,157207.47800684065,266433.9188696015,232704.43619205253,193389.04006206198,325173.96780081023,224736.94749918018,458198.98351737694,255639.13238154,260923.7761018939,118295.59414917014,232419.08758727592,294268.92347659176,197769.3158878795,155989.4238224212,128100.35456050032,179031.2084562295,149357.44507697402,267802.58110647224,156660.5243821599,182962.5352380106,117421.6633238005,148227.20892511818,157587.7343212027,215951.8613862273,126774.74414650978,486071.7442921982,177656.75486041562,146010.35928626324,165111.36509690934,119395.82117908708,114662.21827828216,120491.56507663552,240655.54617269707,200646.43683005663,132105.41977699037,101972.24348263956,224494.8944575585,154879.34092135893,224757.09422169288,205372.91435303862,166586.1231027271,210662.79270808064,123730.25399996823,117830.5607686286,114665.08914914385,262603.95154981717,134623.1749680934,227298.06035307085,161828.2299306092
2014-12-01,171351.36066940372,395067.153961049,158166.44391677435,266982.7576723467,232959.61111372279,193825.9293999452,326287.63695701206,225423.56058933205,460743.1873789125,257258.6409004655,263514.6253218805,118576.37029768479,232334.52105693342,294238.9888201559,198635.01448416547,155970.89955859384,128377.22068961988,178809.97177468272,149598.816995854,268124.2295938754,156950.85453495712,183389.49509573635,117578.45464954757,148816.7858678629,157947.98761315036,216487.2609041567,126904.60302945622,488244.5897612203,177904.95459195043,146456.1846614421,165374.8261872722,120071.74748968147,114795.04162593304,121009.40934136935,242349.24014769666,201409.28856174194,131937.18573592464,102676.80075372344,224257.00099235738,154982.87914985276,225148.53466178454,206974.1425396992,167518.49699846454,211338.04843486752,123833.90923878842,118468.74118758412,114721.18678364028,263381.2751915324,134952.14261050295,227907.99062237525,162023.33305225163
2015-01-01,172751.31047059366,397907.67251894466,159366.49255969573,267393.8741866126,233319.62464146168,194469.06170578903,328073.8306171252,226568.21003690935,462370.3274990236,259357.80700912513,266453.230841056,119077.58678102975,232487.0741851925,294185.1683840365,199685.99348792803,156049.65565659062,128726.3996277353,178741.05480166423,149978.05293151838,268200.33204324864,157448.85556079855,184131.2131839662,117817.08219018202,149401.36838319586,158174.20015881126,217093.75530606916,127459.9404213449,490732.3747366912,178408.45502330075,147000.02014168617,165606.6472139015,120842.75201102339,115126.36655004746,121514.38425921008,244279.5924475163,202385.13413122282,131835.84877184825,103460.20061687233,224286.7822205281,155389.9541004613,225511.26276941353,208446.115757379,168520.6958461938,212391.9181371778,124003.93473147273,119071.48982568138,114840.37232939845,264248.8809295005,135364.77794094596,228897.48987004315,162594.23655278664
2015-02-01,173978.25172458845,400308.45444289455,160610.15464028847,267636.23267347727,233675.44160821615,195157.38928045062,330025.67851133225,227865.559239461,463604.44824554166,261671.68902185475,269732.3788728022,119627.56120960605,232456.2182751,294281.67463877326,200600.39078055936,156101.14759191434,128965.77758332157,178923.54086184967,150420.2240910141,268301.60158774996,158004.11103502603,185060.55984498988,118066.46933495511,149972.034121781,158194.11008789286,217876.70174636776,128181.07533576428,493352.06245746417,179251.9717093089,147574.04265506516,165807.54858366,121505.72448497672,115484.73174056209,122005.04150089384,246455.01446974976,203254.5306401923,131726.61680675167,103936.12859825489,224770.32878629296,155894.83209959927,226067.44367033386,209839.2313209504,169506.16953865482,213842.8426072381,124153.33996441036,119429.50681635625,114983.61762134345,264827.94296256243,135869.52719113833,230028.68545324358,163433.02520393045
2015-03-01,175061.57706748773,402273.4618163542,161826.00382977515,267882.3225110224,234033.01214216978,196108.23885010675,331794.40470015694,229323.0825062926,464145.0508278287,263839.17561001075,272920.24984259903,120387.39717542678,232754.3728897001,294714.83356420713,201792.61275340253,156290.5615856504,129267.43573582314,179199.01738402297,151003.66701423877,268785.7749081316,158543.12780519528,186136.6754987581,118337.13375501294,150612.66394110475,158424.43065860998,218671.60112489943,128900.00246714364,495656.8158448146,180374.56533232055,148224.12544416578,166189.99239761813,122242.1814587732,115899.83631574753,122392.64016850025,248427.22744363206,204194.27054548534,131826.16894025856,104388.25806247514,225386.42145124194,156479.47340474927,226814.9822164711,211224.42200097337,170284.78818784203,215309.8986105059,124418.2547323639,119702.0911724516,115208.94322617339,265023.2638681407,136391.08166148965,231221.70460510347,164217.51928283833
2015-04-01,176149.60510888338,404175.36222489533,162963.79568539446,268328.9424132893,234413.93070223663,197254.11724283456,333247.84190992947,230816.17225648952,465401.34969135025,265861.02529665764,275907.69976772805,121314.52793915436,233172.61600342035,295193.13588867354,203219.2096494295,156706.48451061614,129761.35967750139,179861.6309160237,151697.96565030204,269621.50267258676,159114.18357506872,187270.33992623832,118748.17713656947,151414.5747856061,158812.5811143838,219749.448073154,129710.71360347628,497179.9924362879,181577.9364112716,149005.9328215674,166828.80981002466,123090.26145825039,116422.75714621232,122915.67224341507,250334.64572888488,205483.9755272729,132318.0677219056,104842.30558239656,226171.43960544246,157154.71102457133,227708.14014060123,212912.21750301085,171166.18602449537,216678.49441109112,124845.2138954538,120075.33395329963,115749.41697626623,265585.7912041127,137108.81115932108,232151.0327465152,165029.59696485059
